id,userFid,orgFid,isCharge,createdOn
330,900000277,54,0,2017-11-29 14:09:53
331,900000279,54,0,2017-11-29 14:09:53
332,900000283,54,0,2017-11-29 14:09:53
333,900000284,54,0,2017-11-29 14:09:53
334,900000285,54,0,2017-11-29 14:09:53
335,900000288,54,0,2017-11-29 14:09:53
336,900000290,54,0,2017-11-29 14:09:53
337,900000291,54,0,2017-11-29 14:09:53
338,900000292,54,0,2017-11-29 14:09:53
339,900000321,54,0,2017-11-29 14:09:53
340,900000329,54,0,2017-11-29 14:09:53
341,900000331,54,0,2017-11-29 14:09:53
342,900000334,54,0,2017-11-29 14:09:53
343,900000336,54,0,2017-11-29 14:09:53
344,900000343,54,0,2017-11-29 14:09:53
345,900000380,54,0,2017-11-29 14:09:53
383,100,55,0,2017-11-29 14:09:53
384,170,55,0,2017-11-29 14:09:53
385,100223,55,0,2017-11-29 14:09:53
386,102457,55,1,2017-11-29 14:09:53
389,103871,55,0,2017-11-29 14:09:53
390,104915,55,0,2017-11-29 14:09:53
391,105049,55,1,2017-11-29 14:09:53
392,105099,55,0,2017-11-29 14:09:53
393,105189,55,0,2017-11-29 14:09:53
394,105616,55,0,2017-11-29 14:09:53
395,105635,55,0,2017-11-29 14:09:53
396,105645,55,0,2017-11-29 14:09:53
397,105762,55,0,2017-11-29 14:09:53
398,106758,55,0,2017-11-29 14:09:53
399,106956,55,0,2017-11-29 14:09:53
400,106992,55,0,2017-11-29 14:09:53
401,107575,55,0,2017-11-29 14:09:53
402,108447,55,0,2017-11-29 14:09:53
403,108449,55,0,2017-11-29 14:09:53
404,108453,55,0,2017-11-29 14:09:53
405,112426,55,0,2017-11-29 14:09:53
406,112430,55,0,2017-11-29 14:09:53
407,112432,55,0,2017-11-29 14:09:53
408,112434,55,0,2017-11-29 14:09:53
409,113471,55,0,2017-11-29 14:09:53
410,113474,55,0,2017-11-29 14:09:53
411,113475,55,0,2017-11-29 14:09:53
412,113479,55,0,2017-11-29 14:09:53
413,115837,55,0,2017-11-29 14:09:53
414,115838,55,0,2017-11-29 14:09:53
415,116572,55,0,2017-11-29 14:09:53
416,117046,55,0,2017-11-29 14:09:53
417,117554,55,0,2017-11-29 14:09:53
418,117921,55,0,2017-11-29 14:09:53
419,118666,55,0,2017-11-29 14:09:53
420,119471,55,0,2017-11-29 14:09:53
421,119786,55,0,2017-11-29 14:09:53
422,119787,55,0,2017-11-29 14:09:53
423,119788,55,0,2017-11-29 14:09:53
424,119789,55,0,2017-11-29 14:09:53
425,120306,55,0,2017-11-29 14:09:53
426,120335,55,0,2017-11-29 14:09:53
427,120337,55,0,2017-11-29 14:09:53
428,120665,55,0,2017-11-29 14:09:53
429,121128,55,0,2017-11-29 14:09:53
430,121333,55,0,2017-11-29 14:09:53
431,121342,55,0,2017-11-29 14:09:53
432,121343,55,0,2017-11-29 14:09:53
433,121352,55,0,2017-11-29 14:09:53
434,121379,55,0,2017-11-29 14:09:53
435,121382,55,0,2017-11-29 14:09:53
436,121383,55,0,2017-11-29 14:09:53
437,121384,55,0,2017-11-29 14:09:53
438,121385,55,0,2017-11-29 14:09:53
439,121386,55,0,2017-11-29 14:09:53
440,121396,55,0,2017-11-29 14:09:53
441,121402,55,0,2017-11-29 14:09:53
442,121403,55,0,2017-11-29 14:09:53
443,121407,55,0,2017-11-29 14:09:53
444,121408,55,0,2017-11-29 14:09:53
445,121409,55,0,2017-11-29 14:09:53
446,121410,55,0,2017-11-29 14:09:53
447,121425,55,0,2017-11-29 14:09:53
448,121439,55,0,2017-11-29 14:09:53
449,121440,55,0,2017-11-29 14:09:53
450,121441,55,0,2017-11-29 14:09:53
451,121442,55,0,2017-11-29 14:09:53
452,900000002,55,0,2017-11-29 14:09:53
453,900000003,55,0,2017-11-29 14:09:53
454,900000004,55,0,2017-11-29 14:09:53
455,900000005,55,0,2017-11-29 14:09:53
456,900000006,55,0,2017-11-29 14:09:53
457,900000007,55,0,2017-11-29 14:09:53
458,900000022,55,0,2017-11-29 14:09:53
459,900000023,55,0,2017-11-29 14:09:53
460,900000028,55,0,2017-11-29 14:09:53
461,900000051,55,0,2017-11-29 14:09:53
462,900000052,55,0,2017-11-29 14:09:53
463,900000073,55,0,2017-11-29 14:09:53
464,900000074,55,0,2017-11-29 14:09:53
465,900000095,55,0,2017-11-29 14:09:53
466,900000118,55,0,2017-11-29 14:09:53
467,900000127,55,0,2017-11-29 14:09:53
468,900000133,55,0,2017-11-29 14:09:53
469,900000145,55,0,2017-11-29 14:09:53
470,900000153,55,0,2017-11-29 14:09:53
471,900000158,55,0,2017-11-29 14:09:53
472,900000159,55,0,2017-11-29 14:09:53
473,900000169,55,0,2017-11-29 14:09:53
474,900000171,55,0,2017-11-29 14:09:53
475,900000176,55,0,2017-11-29 14:09:53
476,900000184,55,0,2017-11-29 14:09:53
477,900000190,55,0,2017-11-29 14:09:53
478,900000196,55,0,2017-11-29 14:09:53
479,900000214,55,0,2017-11-29 14:09:53
480,900000244,55,0,2017-11-29 14:09:53
481,900000266,55,0,2017-11-29 14:09:53
482,900000277,55,0,2017-11-29 14:09:53
483,900000279,55,0,2017-11-29 14:09:53
484,900000283,55,0,2017-11-29 14:09:53
485,900000284,55,0,2017-11-29 14:09:53
486,900000285,55,0,2017-11-29 14:09:53
487,900000286,55,0,2017-11-29 14:09:53
488,900000288,55,0,2017-11-29 14:09:53
489,900000290,55,0,2017-11-29 14:09:53
490,900000291,55,0,2017-11-29 14:09:53
491,900000292,55,0,2017-11-29 14:09:53
492,900000294,55,0,2017-11-29 14:09:53
493,900000329,55,0,2017-11-29 14:09:53
494,900000336,55,0,2017-11-29 14:09:53
495,900000343,55,0,2017-11-29 14:09:53
496,900000379,55,0,2017-11-29 14:09:53
510,100255,57,0,2017-11-29 14:09:53
511,102150,57,0,2017-11-29 14:09:53
512,102440,57,0,2017-11-29 14:09:53
513,103244,57,0,2017-11-29 14:09:53
514,103260,57,0,2017-11-29 14:09:53
515,103434,57,0,2017-11-29 14:09:53
516,103711,57,0,2017-11-29 14:09:53
517,104746,57,0,2017-11-29 14:09:53
518,105049,57,0,2017-11-29 14:09:53
519,105653,57,0,2017-11-29 14:09:53
520,105922,57,0,2017-11-29 14:09:53
521,106956,57,0,2017-11-29 14:09:53
522,106978,57,0,2017-11-29 14:09:53
523,107204,57,0,2017-11-29 14:09:53
524,107206,57,0,2017-11-29 14:09:53
525,107654,57,0,2017-11-29 14:09:53
526,107833,57,0,2017-11-29 14:09:53
527,108149,57,0,2017-11-29 14:09:53
528,109043,57,0,2017-11-29 14:09:53
529,109380,57,0,2017-11-29 14:09:53
530,111476,57,0,2017-11-29 14:09:53
531,111493,57,0,2017-11-29 14:09:53
532,114328,57,0,2017-11-29 14:09:53
533,115492,57,0,2017-11-29 14:09:53
534,117554,57,0,2017-11-29 14:09:53
535,117921,57,0,2017-11-29 14:09:53
536,117969,57,0,2017-11-29 14:09:53
537,120333,57,0,2017-11-29 14:09:53
538,121052,57,0,2017-11-29 14:09:53
539,121347,57,0,2017-11-29 14:09:53
540,121352,57,0,2017-11-29 14:09:53
541,121387,57,0,2017-11-29 14:09:53
542,121416,57,0,2017-11-29 14:09:53
543,121417,57,0,2017-11-29 14:09:53
544,121418,57,0,2017-11-29 14:09:53
545,121420,57,0,2017-11-29 14:09:53
546,121436,57,0,2017-11-29 14:09:53
547,121438,57,0,2017-11-29 14:09:53
548,121448,57,0,2017-11-29 14:09:53
549,900000015,57,0,2017-11-29 14:09:53
550,900000016,57,0,2017-11-29 14:09:53
551,900000017,57,0,2017-11-29 14:09:53
552,900000018,57,0,2017-11-29 14:09:53
553,900000028,57,0,2017-11-29 14:09:53
554,900000060,57,0,2017-11-29 14:09:53
555,900000073,57,0,2017-11-29 14:09:53
556,900000076,57,0,2017-11-29 14:09:53
557,900000077,57,0,2017-11-29 14:09:53
558,900000078,57,0,2017-11-29 14:09:53
559,900000079,57,0,2017-11-29 14:09:53
560,900000086,57,0,2017-11-29 14:09:53
561,900000087,57,0,2017-11-29 14:09:53
562,900000114,57,0,2017-11-29 14:09:53
563,900000130,57,0,2017-11-29 14:09:53
564,900000153,57,0,2017-11-29 14:09:53
565,900000158,57,0,2017-11-29 14:09:53
566,900000159,57,0,2017-11-29 14:09:53
567,900000169,57,0,2017-11-29 14:09:53
568,900000171,57,0,2017-11-29 14:09:53
569,900000190,57,0,2017-11-29 14:09:53
570,900000196,57,0,2017-11-29 14:09:53
571,900000214,57,0,2017-11-29 14:09:53
572,900000245,57,0,2017-11-29 14:09:53
573,900000248,57,0,2017-11-29 14:09:53
574,900000266,57,0,2017-11-29 14:09:53
575,900000277,57,0,2017-11-29 14:09:53
576,900000278,57,0,2017-11-29 14:09:53
577,900000283,57,0,2017-11-29 14:09:53
578,900000284,57,0,2017-11-29 14:09:53
579,900000285,57,0,2017-11-29 14:09:53
580,900000288,57,0,2017-11-29 14:09:53
581,900000289,57,0,2017-11-29 14:09:53
582,900000290,57,0,2017-11-29 14:09:53
583,900000291,57,0,2017-11-29 14:09:53
584,900000292,57,0,2017-11-29 14:09:53
585,900000329,57,0,2017-11-29 14:09:53
586,900000331,57,0,2017-11-29 14:09:53
587,900000334,57,0,2017-11-29 14:09:53
588,900000343,57,0,2017-11-29 14:09:53
637,102346,58,0,2017-11-29 14:09:53
638,103948,58,0,2017-11-29 14:09:53
639,105164,58,0,2017-11-29 14:09:53
640,105647,58,1,2017-11-29 14:09:53
643,113470,58,0,2017-11-29 14:09:53
644,117554,58,0,2017-11-29 14:09:53
645,117921,58,0,2017-11-29 14:09:53
646,117953,58,0,2017-11-29 14:09:53
647,119469,58,0,2017-11-29 14:09:53
648,120408,58,0,2017-11-29 14:09:53
649,121328,58,0,2017-11-29 14:09:53
650,121329,58,0,2017-11-29 14:09:53
651,121431,58,0,2017-11-29 14:09:53
652,900000020,58,0,2017-11-29 14:09:53
653,900000028,58,0,2017-11-29 14:09:53
654,900000049,58,0,2017-11-29 14:09:53
655,900000056,58,0,2017-11-29 14:09:53
656,900000073,58,0,2017-11-29 14:09:53
657,900000121,58,0,2017-11-29 14:09:53
658,900000122,58,0,2017-11-29 14:09:53
659,900000153,58,0,2017-11-29 14:09:53
660,900000158,58,0,2017-11-29 14:09:53
661,900000159,58,0,2017-11-29 14:09:53
662,900000169,58,0,2017-11-29 14:09:53
663,900000171,58,0,2017-11-29 14:09:53
664,900000196,58,0,2017-11-29 14:09:53
665,900000214,58,0,2017-11-29 14:09:53
666,900000380,58,0,2017-11-29 14:09:53
668,105191,67,0,2017-11-29 14:09:53
669,106956,67,0,2017-11-29 14:09:53
670,107963,67,0,2017-11-29 14:09:53
671,116573,67,0,2017-11-29 14:09:53
672,117554,67,0,2017-11-29 14:09:53
673,117921,67,0,2017-11-29 14:09:53
674,120395,67,0,2017-11-29 14:09:53
675,900000329,67,0,2017-11-29 14:09:53
676,121378,67,0,2017-11-29 14:09:53
677,121423,67,0,2017-11-29 14:09:53
678,121430,67,0,2017-11-29 14:09:53
679,900000028,67,0,2017-11-29 14:09:53
680,900000044,67,0,2017-11-29 14:09:53
681,900000073,67,0,2017-11-29 14:09:53
682,900000085,67,0,2017-11-29 14:09:53
683,900000128,67,0,2017-11-29 14:09:53
684,900000129,67,0,2017-11-29 14:09:53
685,900000153,67,0,2017-11-29 14:09:53
686,900000158,67,0,2017-11-29 14:09:53
687,900000159,67,0,2017-11-29 14:09:53
688,900000169,67,0,2017-11-29 14:09:53
689,900000171,67,0,2017-11-29 14:09:53
690,900000196,67,0,2017-11-29 14:09:53
691,900000214,67,0,2017-11-29 14:09:53
692,900000284,67,0,2017-11-29 14:09:53
693,900000328,67,0,2017-11-29 14:09:53
699,105871,68,0,2017-11-29 14:09:53
700,106956,68,0,2017-11-29 14:09:53
701,107068,68,0,2017-11-29 14:09:53
702,107403,68,0,2017-11-29 14:09:53
703,107485,68,0,2017-11-29 14:09:53
704,112284,68,0,2017-11-29 14:09:53
705,117554,68,0,2017-11-29 14:09:53
706,117921,68,0,2017-11-29 14:09:53
707,119955,68,0,2017-11-29 14:09:53
708,900000028,68,0,2017-11-29 14:09:53
709,900000073,68,0,2017-11-29 14:09:53
710,900000105,68,0,2017-11-29 14:09:53
711,900000153,68,0,2017-11-29 14:09:53
712,900000158,68,0,2017-11-29 14:09:53
713,900000159,68,0,2017-11-29 14:09:53
714,900000169,68,0,2017-11-29 14:09:53
715,900000171,68,0,2017-11-29 14:09:53
716,900000196,68,0,2017-11-29 14:09:53
717,900000214,68,0,2017-11-29 14:09:53
718,900000284,68,0,2017-11-29 14:09:53
719,900000328,68,0,2017-11-29 14:09:53
720,900000335,68,0,2017-11-29 14:09:53
730,105191,68,0,2017-11-29 14:09:53
731,117517,68,0,2017-11-29 14:09:53
732,120252,68,0,2017-11-29 14:09:53
733,120395,68,0,2017-11-29 14:09:53
734,900000056,68,0,2017-11-29 14:09:53
735,900000190,68,0,2017-11-29 14:09:53
736,900000266,68,0,2017-11-29 14:09:53
737,900000279,68,0,2017-11-29 14:09:53
745,105645,68,0,2017-11-29 14:09:53
746,117308,68,0,2017-11-29 14:09:53
747,121352,68,0,2017-11-29 14:09:53
748,900000035,68,0,2017-11-29 14:09:53
749,900000125,68,0,2017-11-29 14:09:53
750,900000283,68,0,2017-11-29 14:09:53
751,900000288,68,0,2017-11-29 14:09:53
752,900000290,68,0,2017-11-29 14:09:53
753,900000292,68,0,2017-11-29 14:09:53
754,900000329,68,0,2017-11-29 14:09:53
760,116003,68,0,2017-11-29 14:09:53
761,118243,68,0,2017-11-29 14:09:53
762,900000021,68,0,2017-11-29 14:09:53
767,101494,68,0,2017-11-29 14:09:53
768,105479,68,0,2017-11-29 14:09:53
769,106573,68,0,2017-11-29 14:09:53
770,121128,68,0,2017-11-29 14:09:53
771,121395,68,0,2017-11-29 14:09:53
772,121435,68,0,2017-11-29 14:09:53
773,121440,68,0,2017-11-29 14:09:53
774,900000064,68,0,2017-11-29 14:09:53
775,900000065,68,0,2017-11-29 14:09:53
776,900000131,68,0,2017-11-29 14:09:53
777,900000132,68,0,2017-11-29 14:09:53
778,900000201,68,0,2017-11-29 14:09:53
782,112768,29,1,2017-11-29 14:09:53
783,900000195,29,1,2017-11-29 14:09:53
784,900000221,29,1,2017-11-29 14:09:53
785,900000293,29,1,2017-11-29 14:09:53
786,900000420,29,1,2017-11-29 14:09:53
789,105857,30,1,2017-11-29 14:09:53
790,106311,30,1,2017-11-29 14:09:53
791,900000102,30,1,2017-11-29 14:09:53
792,900000195,30,1,2017-11-29 14:09:53
793,900000221,30,1,2017-11-29 14:09:53
794,900000293,30,1,2017-11-29 14:09:53
795,900000420,30,1,2017-11-29 14:09:53
796,900000422,30,1,2017-11-29 14:09:53
804,900000029,32,1,2017-11-29 14:09:53
805,900000043,32,1,2017-11-29 14:09:53
806,900000195,32,1,2017-11-29 14:09:53
807,900000221,32,1,2017-11-29 14:09:53
811,113410,33,1,2017-11-29 14:09:53
812,900000420,33,1,2017-11-29 14:09:53
814,113410,65,1,2017-11-29 14:09:53
815,113584,65,1,2017-11-29 14:09:53
817,113410,66,1,2017-11-29 14:09:53
818,113584,66,1,2017-11-29 14:09:53
820,900000258,34,0,2017-12-08 10:34:54
823,900000159,34,1,2017-12-08 10:36:41
824,900000159,35,1,2017-12-08 11:02:57
825,900000339,34,0,2017-12-08 11:08:36
826,900000067,35,0,2017-12-08 15:17:32
827,900000159,1000,0,2017-12-08 15:52:36
829,900000196,34,0,2017-12-08 15:53:22
831,106956,58,0,2017-12-14 13:31:20
832,112453,58,0,2017-12-14 13:31:46
833,114888,39,0,2017-12-14 13:33:36
835,103338,34,0,2017-12-14 13:39:38
836,900000431,25,0,2017-12-14 14:26:06
839,900000436,25,0,2017-12-14 14:26:49
841,900000429,50,1,2017-12-14 16:17:55
846,900000170,104,0,2017-12-15 14:06:07
849,900000200,106,1,2017-12-15 14:15:28
850,900000201,106,1,2017-12-15 14:22:05
851,900000159,7,0,2017-12-18 10:33:56
853,900000159,106,0,2017-12-18 11:05:55
854,900000281,106,0,2017-12-18 11:05:55
855,121352,1000,0,2017-12-18 11:15:51
856,900000169,1000,0,2017-12-18 11:15:51
857,900000200,1000,0,2017-12-18 11:15:51
858,900000201,1000,0,2017-12-18 11:15:51
859,900000215,1000,0,2017-12-18 11:15:51
860,900000216,1000,0,2017-12-18 11:15:51
861,900000439,1,0,2017-12-18 13:57:51
862,117517,35,0,2017-12-18 14:49:03
863,900000169,154,0,2017-12-18 14:49:46
864,900000200,154,1,2017-12-18 14:49:54
865,900000200,151,1,2017-12-18 14:50:04
866,900000201,156,1,2017-12-18 14:50:29
867,900000216,156,0,2017-12-18 14:50:29
868,900000427,150,0,2017-12-18 14:52:21
869,100007,0,0,2017-12-18 15:00:48
870,900000196,154,0,2017-12-18 15:04:46
871,100007,154,0,2017-12-18 15:09:09
872,100292,2,0,2017-12-18 15:50:47
875,102462,47,0,2017-12-18 16:40:36
876,900000426,150,0,2017-12-18 17:08:45
878,900000247,50,0,2017-12-18 17:23:44
