id,userFid,orgFid,isCharge,createdOn
879,900000324,3,0,2017-12-18 17:24:33
880,900000324,54,0,2017-12-18 17:28:49
881,900000419,6,0,2017-12-18 18:01:50
882,900000419,1,0,2017-12-18 18:04:36
883,900000434,59,0,2017-12-18 18:27:46
884,900000431,29,1,2017-12-18 18:37:45
885,900000431,30,1,2017-12-18 18:38:09
894,900000169,170,0,2017-12-18 19:32:53
900,900000200,213,0,2017-12-18 19:51:25
901,900000434,29,0,2017-12-18 20:21:30
902,900000434,30,0,2017-12-18 20:21:38
903,900000434,31,0,2017-12-18 20:21:47
904,900000419,29,0,2017-12-18 21:11:28
907,900000211,1,0,2017-12-19 09:26:23
908,900000214,29,0,2017-12-19 09:32:30
910,900000272,221,1,2017-12-19 11:00:34
911,900000271,223,1,2017-12-19 11:02:09
912,108633,224,0,2017-12-19 11:02:26
918,900000113,224,0,2017-12-19 11:06:33
924,900000399,222,0,2017-12-19 11:15:14
925,119323,224,0,2017-12-19 11:16:02
